Name,About,Website
"
Virtual Journeys
","
 Interactive youtube for traveling
Virtual travel with a guide around the world",http://virtual-journeys.com
"
egg.de
","
 Sports nutrition for every body.
",http://www.egg.de
"
Firsty
","
 Opening the gateway, to experience the new..
Firsty is a social media platform which supports, connects and inspires people to do things for the first time. Discover amazing adventures with like-minded people or adopt everyday life challenges for yourself.",http://firsty.net
"
Peerspeax
","
 A webbased plugin free collaboration plattform. 
Peerspeax is a browserbased collaboration plattform.
Our plattform is builed on WebRTC-Technologies and provides a plugin-free webservice for sharing files, doing groupchats, videoconferences and working together on whiteboards.",http://peerspeax.com
"
ALV Software
","
 SAP for the Music Industry
ALV is the only full stack ERP, Royalty Management and Sales solution for record companies and music publishers alike. It solves the three most pressing problems in this industry: royalty statement creation, digital distribution costs and metadata quality.",http://www.alv-software.com
"
Papel
","
 Eliminates the need for e-mail or post.
Papel eliminates the need for e-mail or post.
Papel organises personal and official communications, invoice payments, service notifications and events. Papel is a decentralised service using an open source protocol that prioritises privacy
Papel handles Invoice ...",http://papel.io
"
epubli
","
 Selfpublishing for Authors
Publish your novel, your cookbook or your dissertation as a book or eBook in just a few clicks. -OR- Print your own book – an unforgettable memento for family and friends. Our state-of-the-art print",http://www.epubli.de
"
laserde.com
","
 laserpointeur
http://www.laserde.com/laserpointer-grun-3000mw.html
Diese 3000 mW grünen Laserpointer hat eine Wellenlänge von 532 nm , mit einer besonders starken grünes Licht gegeben (650 nm bei 405 nm für rot und blau) . Die Wellenlänge ist der für das menschliche Auge.
Arbeit, ...",http://www.laserde.com
"
Another Friday
","
 
",http://www.another-friday.com
"
Updeo
","
 Updates you won't miss!
Online beta: http://updeo.com
Discover whats happening around you and in the world by following tags you are interested in. Updeo enables you to cut off the noise from any blog, website or social network and lets you read what you really care about.
Presentation
https://docs.google.com/presentation/d/177aE5zO0OWU1Z9mD6xPt5Qh1aosVhGe8vq9VKEghcIs
How ...",http://updeo.com
"
Cipasso
","
 Etsy for personalised art
Our mission is to make original art accessible to everyone. Our unique wizard and communication process makes buying art as simple as booking a flight. All you have to do is tell us what art you like; artists submit personalised proposals based on your request.We ...",http://www.cipasso.com
"
Tongr
","
 
Tongr connects travellers to discover the world together!
With Tongr, it's really easy to meet people from other countries, through the languages you speak.
Download Tongr and discover a whole world of friends!",http://tongrapp.com
"
Edkimo
","
 Feedback for Learning. Made fun.
Edkimo is a fun, visual way to receive feedback from students. It helps schools to improve teaching and achievement. With customized recommendations Edkimo provides feedback beyond the survey.",http://www.edkimo.com
"
Akvolution
","
 
",http://www.akvolution.de/
"
Cooclasses
","
 Airbnb for cooking classes.
Cooclasses is a world-wide marketplace for cooking classes mixed with a social feature. Not only professional cooking schools can offer their courses. Also talented cooks can offer to share their experience in their (or the participants place) - e.g.: my French ...",http://www.cooclasses.com
"
CloudSpotter
","
 
",http://www.CloudSpotterApp.com
"
Watchbandit
","
 Accessoires for the Modern Wrist
",http://www.watchbandit.com
"
Kivelichòt
","
 Digitalizing your personal closet 
This application will let customers digitalizes clothes, shoes or accessories by scanning a barcode right after purchase, search for a piece of clothing within the app and choose from a data base or add the piece of clothing manually by taking pictures and exactly ...",http://www.kivelichot.weebly.com
"
Medlanes
","
 Digital Health Company
We’re bringing medicine online by building the first contact point to healthcare! Medlanes (Medlanes.com) is a digital health company located in Berlin, Germany that combines the convenience of the web- and mobile world with the quality and reliability of a doctor’s ...",http://www.medlanes.com
"
Prisma GmbH
","
 Snap secret - Login and pay without typing text and without QR
Login or pay with a snap or an image instead typing and using a code or password or QR Code payment
The image is the key to everything.
Remember your name and a few photos. The server gives an access token in a cloud based service back.
Use the image as key ...",http://www.snap2life.de
"
smava
","
 Online comparison portal for loans
www.smava.de is Germany's great online comparison portal for loans. Choosing from a wide range of loan offers, customers receive the loan that best suits their needs within seconds and free of charge. smava's concept has convinced independent product testing services ...",https://www.smava.de
"
living.is
","
 Lookbook for Interior Design
",http://living.is
"
Indirecta
","
 Test bed company
TBD",http://indirecta.com
"
Wiremore
","
 Making the internet more everywhere
tba",http://www.wiremore.com/
"
SchenkSchein
","
 Selling personalized gift voucher with one click
",http://schenkschein.de
"
onBill
","
 Online Invoicing Software
With onBill you get organized faster and spend less time billing. No matter what device you use - desktop, laptop, tablet or smartphone - onBill is accessible anytime and wherever you are to create professional looking invoices, late payment reminders, offers or ...",https://www.onbill.de
"
xSale Partners
","
 Nerobin is a fast growing jewelry and accessory brand
From the heart of Berlin we thrive to revolutionize the global jewelry market with our patented disruptive concept.",http://www.bisazo.com
"
Noodes
","
 Multi-level collaboration platform
Anything can be a node and every node can be added to another node. This allows you to build your very own structures just as you need them to be. Each node has its defined type. A node can be a task, a folder, a file or anything else. Customize and build your ...",http://noodes.net
"
Podigee
","
 Podcast Publishing Platform
Podigee is a platform or podcasters to publish their episodes with. It takes the pain out of the normally long and winding process of post-producing and publishing of a podcast episode.",https://www.podigee.com
